unique_id,ds,y,y_hat_naive2
M13,2046-10-31,2156.9,2121.036375724092
M13,2046-11-30,2156.3,2114.8918365580785
M13,2046-12-31,2163.2,2113.608759651354
M13,2047-01-31,2152.6,2109.2374157151085
M13,2047-02-28,2150.4,2116.1394944749577
M13,2047-03-31,2153.9,2131.855322248074
M13,2047-04-30,2165.9,2145.740392194519
M13,2047-05-31,2173.9,2156.9048352845507
M13,2047-06-30,2195.9,2171.3
M13,2047-07-31,2198.9,2171.7779512409725
M13,2047-08-31,2195.6,2158.3069824050444
M13,2047-09-30,2194.3,2126.6160687346837
M13,2047-10-31,2183.6,2121.036375724092
M13,2047-11-30,2182.0,2114.8918365580785
M13,2047-12-31,2186.4,2113.608759651354
M130,1994-01-31,3118.0,3188.85241474749
M130,1994-02-28,2933.0,3123.835633227343
M130,1994-03-31,2896.0,3154.596948732573
M130,1994-04-30,2846.0,3196.513230599159
M130,1994-05-31,2782.0,3132.350839084054
M130,1994-06-30,2748.0,3129.242441115892
M130,1994-07-31,2652.0,3119.9795292332565
M130,1994-08-31,3019.0,3103.11214381506
M130,1994-09-30,2804.0,3109.4848755430394
M130,1994-10-31,2522.0,3237.928134316384
M130,1994-11-30,2409.0,3469.17705213393
M130,1994-12-31,2449.0,3284.0
M130,1995-01-31,2557.0,3188.85241474749
M130,1995-02-28,2404.0,3123.835633227343
M130,1995-03-31,2401.0,3154.596948732573
M130,1995-04-30,2239.0,3196.513230599159
M130,1995-05-31,2503.0,3132.350839084054
M130,1995-06-30,2447.0,3129.242441115892
M131,1975-09-30,1224.0,1235.0
M131,1975-10-31,1224.0,1235.0
M131,1975-11-30,1221.0,1235.0
M131,1975-12-31,1216.0,1235.0
M131,1976-01-31,1205.0,1235.0
M131,1976-02-29,1188.0,1235.0
M131,1976-03-31,1174.0,1235.0
M131,1976-04-30,1176.0,1235.0
M131,1976-05-31,1174.0,1235.0
M131,1976-06-30,1177.0,1235.0
M131,1976-07-31,1179.0,1235.0
M131,1976-08-31,1191.0,1235.0
M131,1976-09-30,1193.0,1235.0
M131,1976-10-31,1187.0,1235.0
M131,1976-11-30,1180.0,1235.0
M131,1976-12-31,1169.0,1235.0
M131,1977-01-31,1171.0,1235.0
M131,1977-02-28,1176.0,1235.0
M132,1975-09-30,1205.0,1176.0
M132,1975-10-31,1174.0,1176.0
M132,1975-11-30,1147.0,1176.0
M132,1975-12-31,1139.0,1176.0
M132,1976-01-31,1113.0,1176.0
M132,1976-02-29,1108.0,1176.0
M132,1976-03-31,1108.0,1176.0
M132,1976-04-30,1105.0,1176.0
M132,1976-05-31,1103.0,1176.0
M132,1976-06-30,1106.0,1176.0
M132,1976-07-31,1146.0,1176.0
M132,1976-08-31,1192.0,1176.0
M132,1976-09-30,1135.0,1176.0
M132,1976-10-31,1092.0,1176.0
M132,1976-11-30,1078.0,1176.0
M132,1976-12-31,1066.0,1176.0
M132,1977-01-31,1077.0,1176.0
M132,1977-02-28,1091.0,1176.0
M133,1975-09-30,1049.0,1060.0
M133,1975-10-31,1007.0,1060.0
M133,1975-11-30,961.0,1060.0
M133,1975-12-31,927.0,1060.0
M133,1976-01-31,901.0,1060.0
M133,1976-02-29,851.0,1060.0
M133,1976-03-31,801.0,1060.0
M133,1976-04-30,768.0,1060.0
M133,1976-05-31,781.0,1060.0
M133,1976-06-30,788.0,1060.0
M133,1976-07-31,841.0,1060.0
M133,1976-08-31,895.0,1060.0
M133,1976-09-30,907.0,1060.0
M133,1976-10-31,876.0,1060.0
M133,1976-11-30,904.0,1060.0
M133,1976-12-31,896.0,1060.0
M133,1977-01-31,884.0,1060.0
M133,1977-02-28,895.0,1060.0
M134,1975-09-30,906.0,942.0
M134,1975-10-31,847.0,942.0
M134,1975-11-30,794.0,942.0
M134,1975-12-31,772.0,942.0
M134,1976-01-31,747.0,942.0
M134,1976-02-29,681.0,942.0
M134,1976-03-31,606.0,942.0
M134,1976-04-30,572.0,942.0
M134,1976-05-31,591.0,942.0
M134,1976-06-30,609.0,942.0
M134,1976-07-31,672.0,942.0
M134,1976-08-31,727.0,942.0
M134,1976-09-30,738.0,942.0
M134,1976-10-31,702.0,942.0
M134,1976-11-30,732.0,942.0
M134,1976-12-31,741.0,942.0
M134,1977-01-31,742.0,942.0
M134,1977-02-28,743.0,942.0
M135,1975-09-30,1056.0,1054.0
M135,1975-10-31,1065.0,1054.0
M135,1975-11-30,1056.0,1054.0
M135,1975-12-31,1046.0,1054.0
M135,1976-01-31,1047.0,1054.0
M135,1976-02-29,1057.0,1054.0
M135,1976-03-31,1085.0,1054.0
M135,1976-04-30,1091.0,1054.0
M135,1976-05-31,1089.0,1054.0
M135,1976-06-30,1092.0,1054.0
M135,1976-07-31,1086.0,1054.0
M135,1976-08-31,1090.0,1054.0
M135,1976-09-30,1097.0,1054.0
M135,1976-10-31,1099.0,1054.0
M135,1976-11-30,1110.0,1054.0
M135,1976-12-31,1095.0,1054.0
M135,1977-01-31,1098.0,1054.0
M135,1977-02-28,1104.0,1054.0
M136,1975-09-30,1088.0,1095.0
M136,1975-10-31,1069.0,1095.0
M136,1975-11-30,1068.0,1095.0
M136,1975-12-31,1073.0,1095.0
M136,1976-01-31,1084.0,1095.0
M136,1976-02-29,1114.0,1095.0
M136,1976-03-31,1160.0,1095.0
M136,1976-04-30,1175.0,1095.0
M136,1976-05-31,1170.0,1095.0
M136,1976-06-30,1158.0,1095.0
M136,1976-07-31,1168.0,1095.0
M136,1976-08-31,1167.0,1095.0
M136,1976-09-30,1145.0,1095.0
M136,1976-10-31,1138.0,1095.0
M136,1976-11-30,1133.0,1095.0
M136,1976-12-31,1146.0,1095.0
M136,1977-01-31,1160.0,1095.0
M136,1977-02-28,1169.0,1095.0
M137,1975-09-30,1121.0,1116.0
M137,1975-10-31,1103.0,1116.0
M137,1975-11-30,1109.0,1116.0
M137,1975-12-31,1111.0,1116.0
M137,1976-01-31,1111.0,1116.0
M137,1976-02-29,1121.0,1116.0
M137,1976-03-31,1138.0,1116.0
M137,1976-04-30,1142.0,1116.0
M137,1976-05-31,1136.0,1116.0
M137,1976-06-30,1129.0,1116.0
M137,1976-07-31,1136.0,1116.0
M137,1976-08-31,1139.0,1116.0
M137,1976-09-30,1131.0,1116.0
M137,1976-10-31,1119.0,1116.0
M137,1976-11-30,1113.0,1116.0
M137,1976-12-31,1117.0,1116.0
M137,1977-01-31,1125.0,1116.0
M137,1977-02-28,1134.0,1116.0
M138,2010-07-31,1817.0,1817.9642393380088
M138,2010-08-31,1798.0,1810.5195140839091
M138,2010-09-30,1784.0,1809.5793815235031
M138,2010-10-31,1775.0,1808.46789688405
M138,2010-11-30,1762.0,1808.7912058074285
M138,2010-12-31,1754.0,1805.683453358993
M138,2011-01-31,1749.0,1813.2014092361428
M138,2011-02-28,1747.0,1813.3973745021226
M138,2011-03-31,1751.0,1817.6306171962897
M138,2011-04-30,1762.0,1821.8094358185924
M138,2011-05-31,1779.0,1823.3948992629187
M138,2011-06-30,1790.0,1820.0
M138,2011-07-31,1783.0,1817.9642393380088
M138,2011-08-31,1774.0,1810.5195140839091
M138,2011-09-30,1772.0,1809.5793815235031
M138,2011-10-31,1774.0,1808.46789688405
M138,2011-11-30,1781.0,1808.7912058074285
M138,2011-12-31,1787.0,1805.683453358993
M139,2010-07-31,1788.0,1795.426507782085
M139,2010-08-31,1770.0,1793.9725560371935
M139,2010-09-30,1747.0,1793.7716000734106
M139,2010-10-31,1731.0,1789.8207602291216
M139,2010-11-30,1717.0,1782.797710685151
M139,2010-12-31,1693.0,1773.8401856012424
M139,2011-01-31,1672.0,1780.4245955121974
M139,2011-02-28,1658.0,1781.3416611187406
M139,2011-03-31,1664.0,1786.7774073604965
M139,2011-04-30,1668.0,1791.7404854603126
M139,2011-05-31,1691.0,1794.5611856532485
M139,2011-06-30,1717.0,1795.0
M139,2011-07-31,1722.0,1795.426507782085
M139,2011-08-31,1708.0,1793.9725560371935
M139,2011-09-30,1719.0,1793.7716000734106
M139,2011-10-31,1715.0,1789.8207602291216
M139,2011-11-30,1712.0,1782.797710685151
M139,2011-12-31,1718.0,1773.8401856012424
M14,2030-07-31,4771.0,4733.8736593198
M14,2030-08-31,4809.0,4722.9296727854535
M14,2030-09-30,5140.0,4906.370188270167
M14,2030-10-31,5280.0,5067.118650054441
M14,2030-11-30,5294.0,5087.7458285793045
M14,2030-12-31,5231.0,5043.900053524409
M14,2031-01-31,5022.0,4926.038389583639
M14,2031-02-28,5234.0,5057.345466816884
M14,2031-03-31,5269.0,5077.935273075074
M14,2031-04-30,5275.0,5074.431196760144
M14,2031-05-31,5120.0,5021.775402202196
M14,2031-06-30,4868.0,4855.0
M14,2031-07-31,4780.0,4733.8736593198
M14,2031-08-31,4813.0,4722.9296727854535
M14,2031-09-30,5165.0,4906.370188270167
M14,2031-10-31,5273.0,5067.118650054441
M14,2031-11-30,5293.0,5087.7458285793045
M14,2031-12-31,5223.0,5043.900053524409
M140,2010-07-31,2176.0,2184.029922302112
M140,2010-08-31,2179.0,2191.9902578394385
M140,2010-09-30,2169.0,2199.9904107997345
M140,2010-10-31,2165.0,2205.1297266134707
M140,2010-11-30,2183.0,2212.1000423663827
M140,2010-12-31,2177.0,2211.6982151093966
M140,2011-01-31,2166.0,2216.9033805099943
M140,2011-02-28,2153.0,2215.5992538311893
M140,2011-03-31,2149.0,2207.7687445923534
M140,2011-04-30,2105.0,2193.630680236995
M140,2011-05-31,2054.0,2177.9118702151886
M140,2011-06-30,2029.0,2179.0
M140,2011-07-31,2028.0,2184.029922302112
M140,2011-08-31,2028.0,2191.9902578394385
M140,2011-09-30,2014.0,2199.9904107997345
M140,2011-10-31,2019.0,2205.1297266134707
M140,2011-11-30,2085.0,2212.1000423663827
M140,2011-12-31,2060.0,2211.6982151093966
M141,1983-02-28,2770.0,2655.652453507965
M141,1983-03-31,2600.0,2622.709342974793
M141,1983-04-30,2109.0,2621.775753431839
M141,1983-05-31,2070.0,2466.8764544422274
M141,1983-06-30,1927.0,2316.225544192846
M141,1983-07-31,1794.0,2172.775352831334
M141,1983-08-31,1686.0,2237.7824201197805
M141,1983-09-30,1450.0,2313.469257992287
M141,1983-10-31,1634.0,2504.5765194712194
M141,1983-11-30,1799.0,2590.769590165125
M141,1983-12-31,1973.0,2665.9367959219435
M141,1984-01-31,2059.0,2645.0
M141,1984-02-29,1956.0,2655.652453507965
M141,1984-03-31,1854.0,2622.709342974793
M141,1984-04-30,1994.0,2621.775753431839
M141,1984-05-31,1972.0,2466.8764544422274
M141,1984-06-30,1866.0,2316.225544192846
M141,1984-07-31,1952.0,2172.775352831334
M142,1997-08-31,3724.0,3695.5922576477346
M142,1997-09-30,3508.0,3708.926885254362
M142,1997-10-31,2971.0,3733.5017417772156
M142,1997-11-30,2870.0,3582.1324495315534
M142,1997-12-31,2812.0,3422.9684882403017
M142,1998-01-31,2493.0,3200.6865217809827
M142,1998-02-28,2246.0,3245.887443613755
M142,1998-03-31,1938.0,3306.559108490877
M142,1998-04-30,2249.0,3472.244930081904
M142,1998-05-31,2491.0,3686.7743681924476
M142,1998-06-30,2559.0,3795.760238169126
M142,1998-07-31,2752.0,3755.0000000000005
M142,1998-08-31,2636.0,3695.5922576477346
M142,1998-09-30,2530.0,3708.926885254362
M142,1998-10-31,2591.0,3733.5017417772156
M142,1998-11-30,2699.0,3582.1324495315534
M142,1998-12-31,2497.0,3422.9684882403017
M142,1999-01-31,2627.0,3200.6865217809827
M143,1983-02-28,2547.0,2571.0086508233967
M143,1983-03-31,2399.0,2548.4370773991513
M143,1983-04-30,2031.0,2536.598757288969
M143,1983-05-31,1963.0,2394.2126379815727
M143,1983-06-30,1923.0,2236.17120054802
M143,1983-07-31,1705.0,2090.5908145131875
M143,1983-08-31,1536.0,2142.138658371051
M143,1983-09-30,1325.0,2242.6289951717695
M143,1983-10-31,1538.0,2434.622198677633
M143,1983-11-30,1704.0,2525.1199566570676
M143,1983-12-31,1750.0,2587.8253900994223
M143,1984-01-31,1882.0,2568.0
M143,1984-02-29,1803.0,2571.0086508233967
M143,1984-03-31,1730.0,2548.4370773991513
M143,1984-04-30,1772.0,2536.598757288969
M143,1984-05-31,1846.0,2394.2126379815727
M143,1984-06-30,1708.0,2236.17120054802
M143,1984-07-31,1797.0,2090.5908145131875
M144,2001-02-28,1813.0,1898.2950310712956
M144,2001-03-31,1858.0,1897.4662860099795
M144,2001-04-30,1791.0,1895.1281296158588
M144,2001-05-31,1791.0,1896.9363212848784
M144,2001-06-30,1905.0,1895.0855653467686
M144,2001-07-31,1878.0,1907.1690716614062
M144,2001-08-31,1887.0,1903.6632159186652
M144,2001-09-30,1791.0,1901.948476208967
M144,2001-10-31,1892.0,1903.1182787447408
M144,2001-11-30,1865.0,1902.6736413646431
M144,2001-12-31,1824.0,1903.1998817431393
M144,2002-01-31,1888.0,1905.0
M144,2002-02-28,1890.0,1898.2950310712956
M144,2002-03-31,1790.0,1897.4662860099795
M144,2002-04-30,1705.0,1895.1281296158588
M144,2002-05-31,1870.0,1896.9363212848784
M144,2002-06-30,1913.0,1895.0855653467686
M144,2002-07-31,1943.0,1907.1690716614062
M145,2059-07-31,18740.0,18530.86771276897
M145,2059-08-31,18850.0,18537.021556263007
M145,2059-09-30,18840.0,18535.892452881937
M145,2059-10-31,18750.0,18547.305191174124
M145,2059-11-30,18800.0,18559.711713040822
M145,2059-12-31,18790.0,18486.15489292592
M145,2060-01-31,18730.0,18540.16342942186
M145,2060-02-29,18780.0,18533.60655496706
M145,2060-03-31,18800.0,18525.864033453698
M145,2060-04-30,18770.0,18525.957816610815
M145,2060-05-31,18590.0,18525.82256956503
M145,2060-06-30,18580.0,18520.0
M145,2060-07-31,18620.0,18530.86771276897
M145,2060-08-31,18610.0,18537.021556263007
M145,2060-09-30,18620.0,18535.892452881937
M145,2060-10-31,18610.0,18547.305191174124
M145,2060-11-30,18630.0,18559.711713040822
M145,2060-12-31,18570.0,18486.15489292592
M146,2010-07-31,2458.0,2456.0065998070413
M146,2010-08-31,2458.0,2451.4725968370167
M146,2010-09-30,2458.0,2439.1021951119724
M146,2010-10-31,2459.0,2435.844694027672
M146,2010-11-30,2464.0,2446.205318654394
M146,2010-12-31,2465.0,2450.4989559979686
M146,2011-01-31,2467.0,2468.1780410500696
M146,2011-02-28,2477.0,2458.978772403336
M146,2011-03-31,2478.0,2464.558814729334
M146,2011-04-30,2478.0,2449.5187835553993
M146,2011-05-31,2478.0,2457.712226217324
M146,2011-06-30,2484.0,2456.0
M146,2011-07-31,2485.0,2456.0065998070413
M146,2011-08-31,2489.0,2451.4725968370167
M146,2011-09-30,2490.0,2439.1021951119724
M146,2011-10-31,2490.0,2435.844694027672
M146,2011-11-30,2492.0,2446.205318654394
M146,2011-12-31,2492.0,2450.4989559979686
M147,1976-05-31,1106.0,1104.0
M147,1976-06-30,1106.0,1104.0
M147,1976-07-31,1106.0,1104.0
M147,1976-08-31,1100.0,1104.0
M147,1976-09-30,1126.0,1104.0
M147,1976-10-31,1125.0,1104.0
M147,1976-11-30,1130.0,1104.0
M147,1976-12-31,1128.0,1104.0
M147,1977-01-31,1123.0,1104.0
M147,1977-02-28,1117.0,1104.0
M147,1977-03-31,1118.0,1104.0
M147,1977-04-30,1114.0,1104.0
M147,1977-05-31,1123.0,1104.0
M147,1977-06-30,1125.0,1104.0
M147,1977-07-31,1119.0,1104.0
M147,1977-08-31,1129.0,1104.0
M147,1977-09-30,1127.0,1104.0
M147,1977-10-31,1129.0,1104.0
M148,2038-07-31,19120.0,19164.55460675179
M148,2038-08-31,18960.0,19184.69895997855
M148,2038-09-30,18680.0,19187.057801336177
M148,2038-10-31,18510.0,19131.975025671294
M148,2038-11-30,18340.0,19087.653126530637
M148,2038-12-31,18130.0,19058.700714207687
M148,2039-01-31,17960.0,19106.705635308994
M148,2039-02-28,17830.0,19103.69772611884
M148,2039-03-31,17880.0,19122.99202737469
M148,2039-04-30,17970.0,19145.42795924668
M148,2039-05-31,18160.0,19157.103069352037
M148,2039-06-30,18380.0,19160.0
M148,2039-07-31,18420.0,19164.55460675179
M148,2039-08-31,18390.0,19184.69895997855
M148,2039-09-30,18460.0,19187.057801336177
M148,2039-10-31,18420.0,19131.975025671294
M148,2039-11-30,18380.0,19087.653126530637
M148,2039-12-31,18460.0,19058.700714207687
M149,2038-07-31,18860.0,18519.42227295652
M149,2038-08-31,19100.0,18432.38664890115
M149,2038-09-30,18540.0,18311.157650034278
M149,2038-10-31,18070.0,18024.24016335126
M149,2038-11-30,17530.0,18173.726319622172
M149,2038-12-31,17000.0,18528.05063501791
M149,2039-01-31,16810.0,18621.195903703716
M149,2039-02-28,16670.0,18336.876267713975
M149,2039-03-31,16820.0,18366.28619599691
M149,2039-04-30,17050.0,18485.888440544597
M149,2039-05-31,18200.0,18478.23216297336
M149,2039-06-30,19320.0,18430.0
M149,2039-07-31,19210.0,18519.42227295652
M149,2039-08-31,18630.0,18432.38664890115
M149,2039-09-30,18130.0,18311.157650034278
M149,2039-10-31,17520.0,18024.24016335126
M149,2039-11-30,17390.0,18173.726319622172
M149,2039-12-31,17480.0,18528.05063501791
M15,2030-07-31,2691.3,2714.258348616326
M15,2030-08-31,2685.6,2713.2076183558192
M15,2030-09-30,2672.3,2673.163141650026
M15,2030-10-31,2670.4,2645.991972316844
M15,2030-11-30,2666.1,2638.1959414930084
M15,2030-12-31,2662.6,2635.457789252049
M15,2031-01-31,2657.2,2636.4277457906855
M15,2031-02-28,2657.8,2640.468654453143
M15,2031-03-31,2667.9,2643.835753678593
M15,2031-04-30,2672.0,2647.6845812100373
M15,2031-05-31,2675.6,2655.04410943066
M15,2031-06-30,2691.5,2694.8
M15,2031-07-31,2688.0,2714.258348616326
M15,2031-08-31,2686.0,2713.2076183558192
M15,2031-09-30,2673.0,2673.163141650026
M15,2031-10-31,2665.0,2645.991972316844
M15,2031-11-30,2664.7,2638.1959414930084
M15,2031-12-31,2655.9,2635.457789252049
M150,2038-07-31,19610.0,20346.834504997732
M150,2038-08-31,18760.0,20271.369468365974
M150,2038-09-30,18240.0,20199.685132166793
M150,2038-10-31,17950.0,20030.74556509854
M150,2038-11-30,17130.0,20016.459837077466
M150,2038-12-31,16410.0,19993.684637866685
M150,2039-01-31,16470.0,20277.83219157976
M150,2039-02-28,16170.0,20249.16977046388
M150,2039-03-31,16600.0,20306.388325411353
M150,2039-04-30,17010.0,20318.852331937433
M150,2039-05-31,17660.0,20441.421895935477
M150,2039-06-30,18130.0,20330.0
M150,2039-07-31,18120.0,20346.834504997732
M150,2039-08-31,17540.0,20271.369468365974
M150,2039-09-30,17360.0,20199.685132166793
M150,2039-10-31,17200.0,20030.74556509854
M150,2039-11-30,17160.0,20016.459837077466
M150,2039-12-31,18570.0,19993.684637866685
M151,2038-07-31,18680.0,19086.330160179295
M151,2038-08-31,18560.0,18970.8485192494
M151,2038-09-30,17600.0,18882.741965859048
M151,2038-10-31,17260.0,18651.414091316252
M151,2038-11-30,16750.0,18557.950839481724
M151,2038-12-31,16110.0,18558.451264869243
M151,2039-01-31,16880.0,18768.58455985371
M151,2039-02-28,16750.0,18879.70061952225
M151,2039-03-31,16940.0,19021.45213771057
M151,2039-04-30,16700.0,19022.760731043236
M151,2039-05-31,16900.0,19201.845457224408
M151,2039-06-30,17200.0,19080.0
M151,2039-07-31,16700.0,19086.330160179295
M151,2039-08-31,15980.0,18970.8485192494
M151,2039-09-30,15410.0,18882.741965859048
M151,2039-10-31,14450.0,18651.414091316252
M151,2039-11-30,14830.0,18557.950839481724
M151,2039-12-31,15610.0,18558.451264869243
M152,2018-07-31,1916.0,2004.8083244623747
M152,2018-08-31,1776.0,2000.0724992669145
M152,2018-09-30,1764.0,1998.9474395767054
M152,2018-10-31,1739.0,1989.4618320405004
M152,2018-11-30,1637.0,1998.0984796243895
M152,2018-12-31,1564.0,1989.5059617800432
M152,2019-01-31,1510.0,2024.9005224035448
M152,2019-02-28,1469.0,2007.8467808188086
M152,2019-03-31,1529.0,2008.9517135783747
M152,2019-04-30,1621.0,2015.8276243494313
M152,2019-05-31,1719.0,2022.7734872808671
M152,2019-06-30,1776.0,2009.0000000000002
M152,2019-07-31,1816.0,2004.8083244623747
M152,2019-08-31,1773.0,2000.0724992669145
M152,2019-09-30,1788.0,1998.9474395767054
M152,2019-10-31,1839.0,1989.4618320405004
M152,2019-11-30,1799.0,1998.0984796243895
M152,2019-12-31,1984.0,1989.5059617800432
M153,1975-09-30,1173.0,1174.0
M153,1975-10-31,1145.0,1174.0
M153,1975-11-30,1092.0,1174.0
M153,1975-12-31,1114.0,1174.0
M153,1976-01-31,1102.0,1174.0
M153,1976-02-29,1086.0,1174.0
M153,1976-03-31,1120.0,1174.0
M153,1976-04-30,1110.0,1174.0
M153,1976-05-31,1145.0,1174.0
M153,1976-06-30,1125.0,1174.0
M153,1976-07-31,1084.0,1174.0
M153,1976-08-31,1133.0,1174.0
M153,1976-09-30,1147.0,1174.0
M153,1976-10-31,1127.0,1174.0
M153,1976-11-30,1096.0,1174.0
M153,1976-12-31,1115.0,1174.0
M153,1977-01-31,1112.0,1174.0
M153,1977-02-28,1093.0,1174.0
M154,1975-09-30,1172.0,1174.0
M154,1975-10-31,1145.0,1174.0
M154,1975-11-30,1092.0,1174.0
M154,1975-12-31,1114.0,1174.0
M154,1976-01-31,1102.0,1174.0
M154,1976-02-29,1086.0,1174.0
M154,1976-03-31,1120.0,1174.0
M154,1976-04-30,1110.0,1174.0
M154,1976-05-31,1145.0,1174.0
M154,1976-06-30,1125.0,1174.0
M154,1976-07-31,1084.0,1174.0
M154,1976-08-31,1133.0,1174.0
M154,1976-09-30,1147.0,1174.0
M154,1976-10-31,1127.0,1174.0
M154,1976-11-30,1097.0,1174.0
M154,1976-12-31,1115.0,1174.0
M154,1977-01-31,1112.0,1174.0
M154,1977-02-28,1093.0,1174.0
M155,1975-09-30,1146.0,1134.0
M155,1975-10-31,1136.0,1134.0
M155,1975-11-30,1136.0,1134.0
M155,1975-12-31,1131.0,1134.0
M155,1976-01-31,1126.0,1134.0
M155,1976-02-29,1116.0,1134.0
M155,1976-03-31,1122.0,1134.0
M155,1976-04-30,1120.0,1134.0
M155,1976-05-31,1119.0,1134.0
M155,1976-06-30,1119.0,1134.0
M155,1976-07-31,1121.0,1134.0
M155,1976-08-31,1133.0,1134.0
M155,1976-09-30,1136.0,1134.0
M155,1976-10-31,1118.0,1134.0
M155,1976-11-30,1118.0,1134.0
M155,1976-12-31,1111.0,1134.0
M155,1977-01-31,1112.0,1134.0
M155,1977-02-28,1124.0,1134.0
M156,2018-07-31,2018.0,2013.047670539558
M156,2018-08-31,2022.0,2019.1902899871845
M156,2018-09-30,1983.0,2010.4636724331933
M156,2018-10-31,1958.0,1997.1756446654356
M156,2018-11-30,1930.0,1997.8921166364364
M156,2018-12-31,1882.0,2000.6120434413258
M156,2019-01-31,1858.0,1999.498272334535
M156,2019-02-28,1865.0,1994.9655917805817
M156,2019-03-31,1864.0,1992.4086075510197
M156,2019-04-30,1869.0,1992.4156080879868
M156,2019-05-31,1895.0,2005.1220953052498
M156,2019-06-30,1928.0,2014.0000000000002
M156,2019-07-31,1924.0,2013.047670539558
M156,2019-08-31,1908.0,2019.1902899871845
M156,2019-09-30,1890.0,2010.4636724331933
M156,2019-10-31,1865.0,1997.1756446654356
M156,2019-11-30,1869.0,1997.8921166364364
M156,2019-12-31,1876.0,2000.6120434413258
M157,2011-07-31,1808.0,1823.1443138176412
M157,2011-08-31,1764.0,1827.2161659928722
M157,2011-09-30,1682.0,1834.4167352406398
M157,2011-10-31,1620.0,1802.808666346019
M157,2011-11-30,1570.0,1780.3459924358724
M157,2011-12-31,1508.0,1756.7981971909962
M157,2012-01-31,1453.0,1767.2469096956972
M157,2012-02-29,1399.0,1759.771631579918
M157,2012-03-31,1420.0,1768.8111688234878
M157,2012-04-30,1440.0,1774.3337563853079
M157,2012-05-31,1505.0,1789.5136235016548
M157,2012-06-30,1590.0,1818.0000000000002
M157,2012-07-31,1607.0,1823.1443138176412
M157,2012-08-31,1582.0,1827.2161659928722
M157,2012-09-30,1614.0,1834.4167352406398
M157,2012-10-31,1590.0,1802.808666346019
M157,2012-11-30,1547.0,1780.3459924358724
M157,2012-12-31,1578.0,1756.7981971909962
M158,2038-07-31,19210.0,20277.8946110237
M158,2038-08-31,17860.0,20290.642956018997
M158,2038-09-30,17720.0,20274.72084267123
M158,2038-10-31,17450.0,20236.350547350314
M158,2038-11-30,16390.0,20320.24656970742
M158,2038-12-31,15600.0,20250.760060276996
M158,2039-01-31,15080.0,20522.06179606481
M158,2039-02-28,14640.0,20382.37230220909
M158,2039-03-31,15250.0,20358.903556902937
M158,2039-04-30,16230.0,20370.657537928848
M158,2039-05-31,17220.0,20370.391534271534
M158,2039-06-30,17730.0,20280.0
M158,2039-07-31,18290.0,20277.8946110237
M158,2039-08-31,17890.0,20290.642956018997
M158,2039-09-30,18080.0,20274.72084267123
M158,2039-10-31,18590.0,20236.350547350314
M158,2039-11-30,18150.0,20320.24656970742
M158,2039-12-31,20100.0,20250.760060276996
M159,2011-07-31,2172.0,2206.0592576132995
M159,2011-08-31,2128.0,2191.3064685218415
M159,2011-09-30,2050.0,2185.894163929408
M159,2011-10-31,2005.0,2165.6807246930744
M159,2011-11-30,1940.0,2155.8662217041947
M159,2011-12-31,1887.0,2153.8180123920397
M159,2012-01-31,1946.0,2169.6015156303906
M159,2012-02-29,1942.0,2187.3479849311248
M159,2012-03-31,1976.0,2207.125707379758
M159,2012-04-30,1981.0,2217.020562315081
M159,2012-05-31,2021.0,2233.500736349447
M159,2012-06-30,2044.0,2211.0
M159,2012-07-31,2002.0,2206.0592576132995
M159,2012-08-31,1946.0,2191.3064685218415
M159,2012-09-30,1887.0,2185.894163929408
M159,2012-10-31,1803.0,2165.6807246930744
M159,2012-11-30,1848.0,2155.8662217041947
M159,2012-12-31,1937.0,2153.8180123920397
M16,2030-07-31,13218.0,13281.388213407989
M16,2030-08-31,13369.0,13184.940959230613
M16,2030-09-30,14038.0,13955.438479377553
M16,2030-10-31,14375.0,14328.517718114708
M16,2030-11-30,14462.0,14448.72401889189
M16,2030-12-31,14390.0,14398.67301354634
M16,2031-01-31,14151.0,14223.383233286479
M16,2031-02-28,14362.0,14395.35253555851
M16,2031-03-31,14455.0,14449.78910063101
M16,2031-04-30,14452.0,14420.378975793301
M16,2031-05-31,14555.0,14467.370138570626
M16,2031-06-30,14352.0,14312.000000000002
M16,2031-07-31,13339.0,13281.388213407989
M16,2031-08-31,13507.0,13184.940959230613
M16,2031-09-30,14182.0,13955.438479377553
M16,2031-10-31,14503.0,14328.517718114708
M16,2031-11-30,14611.0,14448.72401889189
M16,2031-12-31,14518.0,14398.67301354634
M160,1976-02-29,1059.0,1036.0
M160,1976-03-31,1103.0,1036.0
M160,1976-04-30,1054.0,1036.0
M160,1976-05-31,1033.0,1036.0
M160,1976-06-30,1006.0,1036.0
M160,1976-07-31,1099.0,1036.0
M160,1976-08-31,1229.0,1036.0
M160,1976-09-30,1279.0,1036.0
M160,1976-10-31,1289.0,1036.0
M160,1976-11-30,1271.0,1036.0
M160,1976-12-31,1264.0,1036.0
M160,1977-01-31,1264.0,1036.0
M160,1977-02-28,1335.0,1036.0
M160,1977-03-31,1289.0,1036.0
M160,1977-04-30,1362.0,1036.0
M160,1977-05-31,1284.0,1036.0
M160,1977-06-30,1279.0,1036.0
M160,1977-07-31,1335.0,1036.0
M161,1976-08-31,9890.0,9800.0
M161,1976-09-30,10020.0,9800.0
M161,1976-10-31,9870.0,9800.0
M161,1976-11-30,9710.0,9800.0
M161,1976-12-31,9720.0,9800.0
M161,1977-01-31,9600.0,9800.0
M161,1977-02-28,9540.0,9800.0
